,full_name,brand,capacity,cycle,size,energy_usage,blanket,wifi,load_sensor,delay,control_panel,vapor,anti_alergy,baby_p,sensitive_p,child_lock,price,image
140,Bosch WAW2856XTR 1400,Bosch,Orta Kapasite,Yüksek Devir,Standart Boyut,Çok Önemli,VAR,YOK,YOK,YOK,VAR,YOK,VAR,VAR,VAR,VAR,8299.0, https://cdn.akakce.com/bosch/bosch-waw2856xtr-a-1400-devir-9-kg-gri-z.jpg
141,Regal CM 71000,Regal,Orta Kapasite,Orta Devir,YOK,Önemsiz,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,VAR,VAR,2277.0, https://cdn.akakce.com/z/regal/regal-cm-71000-1000-devir-7-kg.jpg
142,Vestel CMI 128122,Vestel,Yüksek Kapasite,Orta Devir,YOK,Az Önemli,VAR,VAR,YOK,VAR,VAR,YOK,VAR,YOK,YOK,VAR,4452.8, https://cdn.akakce.com/vestel/vestel-cmi-128122-wifi-a-1400-devir-12-kg-z.jpg
143,Samsung WW4500T WW90T4540AE/AH,Samsung,Orta Kapasite,Yüksek Devir,Standart Boyut,Önemsiz,YOK,YOK,YOK,VAR,VAR,VAR,VAR,YOK,VAR,YOK,5149.0, https://cdn.akakce.com/samsung/samsung-ww4500t-ww90t4540ae-ah-1400-devir-9-kg-z.jpg
144,Regal CMI 101203,Regal,Orta Kapasite,Orta Devir,Standart Boyut,Az Önemli,VAR,YOK,YOK,YOK,VAR,YOK,VAR,YOK,YOK,VAR,3195.06, https://cdn.akakce.com/regal/regal-cmi-101203-1200-devir-10-kg-z.jpg
145,Siemens WG52A2XVTR 1200,Siemens,Orta Kapasite,Orta Devir,Standart Boyut,Az Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,VAR,VAR,VAR,6379.0, https://cdn.akakce.com/siemens/siemens-wg52a2xvtr-a-1200-devir-10-kg-z.jpg
146,LG F4R5VYW2T Wi-Fi,LG,Orta Kapasite,Yüksek Devir,YOK,Önemsiz,VAR,VAR,YOK,VAR,VAR,VAR,VAR,VAR,VAR,VAR,6199.0, https://cdn.akakce.com/lg/lg-f4r5vyw2t-wi-fi-a-1400-devir-9-kg-z.jpg
147,Arçelik 9146 YK,Arçelik,Orta Kapasite,Yüksek Devir,YOK,Önemli,YOK,YOK,YOK,VAR,VAR,YOK,VAR,YOK,VAR,VAR,7699.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fst1%2Emyideasoft%2Ecom%2Fidea%2Fek%2F13%2Fmyassets%2Fproducts%2F317%2Fimage%2D7%2Epng%3Frevision%3D1634562602
148,Vestel CMI 106221,Vestel,Orta Kapasite,Orta Devir,Standart Boyut,Az Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,YOK,VAR,VAR,3830.53, https://iis-akakce.akamaized.net/p.z?%2F%2Fn11scdn%2Eakamaized%2Enet%2Fa1%2F1024%2Felektronik%2Fcamasir%2Dmakinesi%2Fvestel%2Dcmi%2D106221%2D1200%2Ddevir%2D10%2Dkg%2Dcamasir%2Dmakinesi%5F%5F0753596656591319%2Ejpg
149,Grundig GWM 101445,Grundig,Orta Kapasite,Yüksek Devir,YOK,Önemli,VAR,YOK,YOK,YOK,VAR,YOK,VAR,YOK,VAR,VAR,4599.0, https://cdn.akakce.com/grundig/grundig-gwm-101445-wi-fi-1400-devir-10-kg-z.jpg
150,Beko WD 964,Beko,Orta Kapasite,Yüksek Devir,YOK,Önemli,YOK,YOK,YOK,VAR,VAR,YOK,YOK,VAR,VAR,VAR,7700.0, https://cdn.akakce.com/beko/beko-wd-964-yk-a-1400-devir-9-kg-6-kg-kurutmali-z.jpg
151,Bosch WAT246H0TR Home,Bosch,Orta Kapasite,Orta Devir,Standart Boyut,Çok Önemli,VAR,VAR,VAR,VAR,VAR,YOK,VAR,VAR,VAR,VAR,6425.37, https://cdn.akakce.com/bosch/bosch-wat246h0tr-home-connect-a-1200-devir-9-kg-z.jpg
152,Regal CMI 121202,Regal,Yüksek Kapasite,Orta Devir,YOK,Az Önemli,VAR,YOK,VAR,YOK,VAR,YOK,VAR,YOK,YOK,VAR,3848.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fproductimages%2Ehepsiburada%2Enet%2Fs%2F69%2F600%2F110000010197685%2Ejpg
153,Regal CM 68000,Regal,Düşük Kapasite,Düşük Devir,YOK,Önemsiz,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,VAR,VAR,2249.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fstatics%2Evestel%2Ecom%2Etr%2Fproductimages%2F20264299%5Fr1%2Ejpg
154,Samsung WW4000T WW70T4020CE/AH,Samsung,Orta Kapasite,Orta Devir,Standart Boyut,Önemsiz,YOK,YOK,YOK,YOK,VAR,VAR,VAR,YOK,YOK,VAR,3939.0, https://cdn.akakce.com/z/samsung/samsung-ww4000t-ww70t4020ce-ah-1200-devir-7-kg.jpg
155,Bosch WNA254X0TR 10,Bosch,Orta Kapasite,Yüksek Devir,Standart Boyut,Önemli,YOK,YOK,YOK,VAR,VAR,VAR,YOK,YOK,VAR,YOK,11556.0, https://cdn.akakce.com/bosch/bosch-wna254x0tr-10-kg-6-kg-1400-devir-kurutmali-z.jpg
156,Arçelik 9123 YCM,Arçelik,Orta Kapasite,Orta Devir,YOK,Çok Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,YOK,VAR,VAR,5574.0, https://cdn.akakce.com/arcelik/arcelik-9123-ycm-a-1200-devir-9-kg-z.jpg
157,Electrolux EW8F2166MA 10,Electrolux,Orta Kapasite,Yüksek Devir,YOK,Az Önemli,VAR,YOK,YOK,VAR,VAR,YOK,YOK,YOK,VAR,VAR,7298.0, https://cdn.akakce.com/electrolux/electrolux-ew8f2166ma-a-10-kg-1600-devir-z.jpg
158,Arçelik 8051 YK,Arçelik,Orta Kapasite,YOK,Standart Boyut,YOK,VAR,VAR,YOK,VAR,VAR,VAR,VAR,YOK,VAR,VAR,6750.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fwww%2Emarkacenter%2Ecom%2FUploads%2FUrunResimleri%2Farcelik%2D8051%2Dyk%2Dkurutmali%2Dcamasir%2Dmaki%2D6e8%2Dbb%2Epng
159,Vestel CMI 76101,Vestel,Orta Kapasite,Orta Devir,YOK,Az Önemli,VAR,YOK,YOK,YOK,VAR,VAR,VAR,YOK,YOK,VAR,2959.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fcdn%2Edsmcdn%2Ecom%2Fty28%2Fproduct%2Fmedia%2Fimages%2F20201201%2F14%2F34086228%2F101956512%2F1%2F1%5Forg%5Fzoom%2Ejpg
160,Hoover HWP 610AMBC,Hoover,Orta Kapasite,Yüksek Devir,Standart Boyut,Önemli,YOK,VAR,YOK,YOK,VAR,YOK,YOK,VAR,YOK,VAR,4298.01, https://iis-akakce.akamaized.net/p.z?%2F%2Fproductimages%2Ehepsiburada%2Enet%2Fs%2F102%2F600%2F110000045842758%2Ejpg
161,Samsung WW10T634DLE1AH Wi-Fi,Samsung,Yüksek Kapasite,Yüksek Devir,Standart Boyut,Önemli,YOK,VAR,YOK,VAR,VAR,VAR,YOK,YOK,VAR,VAR,6023.0, https://cdn.akakce.com/samsung/samsung-ww10t634dle1ah-wi-fi-10-5-kg-1400-devir-z.jpg
162,Arçelik 9121 PM,Arçelik,Orta Kapasite,Orta Devir,YOK,Önemli,VAR,VAR,YOK,VAR,VAR,YOK,VAR,YOK,YOK,VAR,5395.0, https://cdn.akakce.com/z/arcelik/arcelik-9121-pm-1200-devir-9-kg.jpg
163,Hoover H3DS495TAME 9,Hoover,Orta Kapasite,Yüksek Devir,YOK,Önemli,YOK,YOK,YOK,VAR,VAR,VAR,YOK,YOK,YOK,VAR,4598.01, https://iis-akakce.akamaized.net/p.z?%2F%2Fproductimages%2Ehepsiburada%2Enet%2Fs%2F102%2F600%2F110000045842753%2Ejpg
164,Beko BK 9121,Beko,Orta Kapasite,Orta Devir,YOK,Çok Önemli,VAR,YOK,YOK,VAR,VAR,YOK,YOK,VAR,VAR,VAR,4499.0, https://cdn.akakce.com/beko/beko-bk-9121-ey-a-1200-devir-9-kg-z.jpg
165,Beko CM 7100.1,Beko,Orta Kapasite,Orta Devir,Standart Boyut,Önemsiz,VAR,YOK,YOK,VAR,VAR,VAR,YOK,VAR,VAR,VAR,3419.0, https://cdn.akakce.com/beko/beko-cm-7100-1000-devir-7-kg-z.jpg
166,Candy COW 4852,Candy,Orta Kapasite,Yüksek Devir,YOK,Önemli,YOK,VAR,YOK,YOK,VAR,YOK,YOK,YOK,YOK,YOK,3359.04, https://cdn.akakce.com/candy/candy-cow-4852-d-1-s-1400-devir-8-kg-5-kg-kurutmali-z.jpg
167,Bosch WAT24480TR A+++,Bosch,Orta Kapasite,Orta Devir,Standart Boyut,Çok Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,VAR,VAR,VAR,7075.44, https://iis-akakce.akamaized.net/p.z?%2F%2Fproductimages%2Ehepsiburada%2Enet%2Fs%2F18%2F600%2F9805383925810%2Ejpg
168,LG F4J5VNP3W A+++,LG,Orta Kapasite,Yüksek Devir,YOK,Çok Önemli,YOK,YOK,YOK,VAR,VAR,YOK,YOK,VAR,VAR,VAR,4882.5, https://cdn.akakce.com/lg/lg-f4j5vnp3w-a-1400-devir-9-kg-z.jpg
169,Arçelik 10144 YCM,Arçelik,Orta Kapasite,Yüksek Devir,YOK,Önemli,VAR,YOK,YOK,YOK,VAR,YOK,VAR,YOK,VAR,VAR,6387.0, https://cdn.akakce.com/arcelik/arcelik-10144-ycm-1400-devir-10-kg-z.jpg
170,Arçelik 8120 PMG,Arçelik,Orta Kapasite,Orta Devir,YOK,Az Önemli,VAR,YOK,YOK,YOK,VAR,VAR,VAR,YOK,YOK,VAR,4649.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fwww%2Eciftcioglultd%2Ecom%2FUploads%2FUrunResimleri%2Fbuyuk%2Farcelik%2D8120%2Dpmg%2D8%2Dkg%2D1200%2Ddevir%2Dcamas%2D1891c9%2Epng
171,Samsung WW10T634DLN1AH Wi-Fi,Samsung,Yüksek Kapasite,Yüksek Devir,Standart Boyut,Önemli,YOK,VAR,YOK,VAR,VAR,VAR,YOK,YOK,VAR,YOK,6549.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fn11scdn%2Eakamaized%2Enet%2Fa1%2F1024%2Felektronik%2Fcamasir%2Dmakinesi%2Fsamsung%2Dww10t634dln1ah%2D1400%2Ddevir%2D105%2Dkg%2Dcamasir%2Dmakinesi%5F%5F0283835084835792%2Epng
172,Hoover H3WS 29TAME/1-17,Hoover,Orta Kapasite,Orta Devir,YOK,Önemli,YOK,YOK,YOK,VAR,VAR,VAR,YOK,YOK,VAR,VAR,3548.83, https://cdn.akakce.com/hoover/hoover-h3ws-29tame-1-17-1200-devir-9-kg-z.jpg
173,Arçelik 9120 CS,Arçelik,Orta Kapasite,Orta Devir,YOK,Çok Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,YOK,VAR,VAR,5259.0, https://cdn.akakce.com/arcelik/arcelik-9120-cs-ultra-hijyen-a-9-kg-1200-devir-z.jpg
174,Beko BK 8101,Beko,Orta Kapasite,Orta Devir,YOK,Çok Önemli,VAR,YOK,YOK,VAR,VAR,YOK,YOK,VAR,VAR,VAR,4294.0, https://cdn.akakce.com/beko/beko-bk-8101-eys-a-1000-devir-8-kg-gri-z.jpg
175,Beko BK 9101.1,Beko,Orta Kapasite,Orta Devir,YOK,Çok Önemli,VAR,YOK,YOK,YOK,VAR,YOK,YOK,VAR,VAR,VAR,4590.0, https://cdn.akakce.com/beko/beko-bk-9101-eys-a-1000-devir-9-kg-gri-z.jpg
176,LG F4J6VYP0W 1400,LG,Orta Kapasite,Yüksek Devir,YOK,Çok Önemli,YOK,YOK,YOK,VAR,VAR,VAR,VAR,VAR,VAR,VAR,5499.0, https://cdn.akakce.com/lg/lg-f4j6vyp0w-a-1400-devir-9-kg-z.jpg
177,Siemens WM12T581TR 1200,Siemens,Orta Kapasite,Orta Devir,Standart Boyut,Çok Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,YOK,VAR,VAR,5812.5, https://cdn.akakce.com/siemens/siemens-wm12t581tr-a-1200-devir-9-kg-z.jpg
178,Bosch WAW28560TR 1400,Bosch,Orta Kapasite,Yüksek Devir,Standart Boyut,Çok Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,VAR,VAR,VAR,7800.0, https://cdn.akakce.com/bosch/bosch-waw28560tr-a-1400-devir-9-kg-z.jpg
179,Bosch WAT24S80TR i-Dos,Bosch,Orta Kapasite,Orta Devir,Standart Boyut,Çok Önemli,VAR,YOK,VAR,YOK,VAR,YOK,VAR,VAR,VAR,VAR,5990.0, https://cdn.akakce.com/bosch/bosch-wat24s80tr-i-dos-a-1200-devir-9-kg-z.jpg
180,Beko KM 91,Beko,Orta Kapasite,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,4989.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fwww%2Egizerler%2Ecom%2Fassets%2Fproduct%2Dimages%2F129000%2Fbeko%2Dkm%2D91%2Db%2D9%2Dkg%2Da%2Dcamasir%2Dkurutma%2Dmakinesi%5F52679%2Ejpg
181,Vestel CMI 98222,Vestel,Orta Kapasite,Orta Devir,Standart Boyut,Önemli,VAR,VAR,YOK,VAR,VAR,YOK,VAR,YOK,VAR,VAR,3999.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fimg%2Epttavm%2Ecom%2Fpimages%2F592%2F132%2F701%2F619f441de150d%2Ejpg%3Fv%3D201910111519
182,Windsor WS 4914,Windsor,Orta Kapasite,Yüksek Devir,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,3942.27, https://cdn.akakce.com/windsor/windsor-ws-4914-1400-devir-9-kg-6-kg-kurutmali-z.jpg
183,Electrolux EW9F161BT PerfectCare,Electrolux,Orta Kapasite,Yüksek Devir,YOK,YOK,YOK,YOK,YOK,YOK,VAR,VAR,YOK,YOK,VAR,VAR,8750.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fn11scdn%2Eakamaized%2Enet%2Fa1%2F1024%2Felektronik%2Fcamasir%2Dmakinesi%2Felectrolux%2Dew9f161bt%2Dperfectcare%2D900%2D1600%2Ddevir%2D10%2Dkg%2Dcamasir%2Dmakinesi%5F%5F1012770434304700%2Ejpg
184,Siemens WG42A1XSTR 1400,Siemens,Orta Kapasite,Yüksek Devir,Standart Boyut,Az Önemli,VAR,YOK,YOK,VAR,VAR,YOK,YOK,YOK,VAR,VAR,5875.0, https://cdn.akakce.com/siemens/siemens-wg42a1xstr-a-1400-devir-9-kg-z.jpg
185,Samsung WW4000T WW80T4020CX/AH,Samsung,Orta Kapasite,Orta Devir,Standart Boyut,YOK,YOK,YOK,YOK,YOK,VAR,VAR,YOK,YOK,YOK,VAR,4142.22, https://iis-akakce.akamaized.net/p.z?%2F%2Fproductimages%2Ehepsiburada%2Enet%2Fs%2F76%2F600%2F110000017561907%2Ejpg
186,Windsor WS 2510,Windsor,Düşük Kapasite,Orta Devir,YOK,Önemli,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,2091.57, https://iis-akakce.akamaized.net/p.z?%2F%2Fproductimages%2Ehepsiburada%2Enet%2Fs%2F41%2F600%2F10702193000498%2Ejpg
187,Beko BK 9121.1,Beko,Orta Kapasite,Orta Devir,YOK,Önemli,VAR,VAR,YOK,YOK,VAR,YOK,VAR,VAR,YOK,VAR,6015.06, https://cdn.akakce.com/beko/beko-bk-9121-bti-1200-devir-9-kg-z.jpg
188,Bood 3 kg,Bood,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,969.99, https://cdn.akakce.com/bood/bood-3-kg-tasinabilir-mini-z.jpg
189,Profilo 9 Kg,Profilo,Orta Kapasite,Orta Devir,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,4500.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fcdn%2Edsmcdn%2Ecom%2Fty108%2Fproduct%2Fmedia%2Fimages%2F20210428%2F16%2F83509282%2F168215789%2F1%2F1%5Forg%5Fzoom%2Ejpg
190,Vestfrost VF 8201,Vestfrost,Orta Kapasite,Orta Devir,YOK,Çok Önemli,YOK,YOK,YOK,VAR,VAR,YOK,YOK,YOK,YOK,VAR,3229.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fcdn%2Edsmcdn%2Ecom%2Fty104%2Fproduct%2Fmedia%2Fimages%2F20210416%2F11%2F80595543%2F153000079%2F1%2F1%5Forg%5Fzoom%2Ejpg
191,Vestel CMI 98142,Vestel,Orta Kapasite,Yüksek Devir,Standart Boyut,Çok Önemli,YOK,VAR,YOK,VAR,VAR,YOK,VAR,VAR,YOK,VAR,3998.07, https://iis-akakce.akamaized.net/p.z?%2F%2Fproductimages%2Ehepsiburada%2Enet%2Fs%2F48%2F600%2F10938722648114%2Ejpg
192,Hoover HWPDQ 410AMBCR/-S,Hoover,Orta Kapasite,Yüksek Devir,Standart Boyut,Önemli,YOK,VAR,VAR,YOK,VAR,YOK,VAR,VAR,VAR,VAR,4329.0, https://cdn.akakce.com/hoover/hoover-hwpdq-410ambcr-s-10-kg-a-enerji-verimlilik-sinifi-wi-fi-bluetooth-baglantili-1400-devir-siyah-z.jpg
193,Samsung WW10T754DBX1AH Wi-Fi,Samsung,Yüksek Kapasite,Yüksek Devir,Standart Boyut,Önemli,YOK,VAR,YOK,VAR,VAR,VAR,YOK,VAR,VAR,VAR,8040.0, https://cdn.akakce.com/samsung/samsung-ww10t754dbx1ah-wi-fi-10-5-kg-1400-devir-z.jpg
194,Samsung WW10T754DBH1AH Wi-Fi,Samsung,Yüksek Kapasite,Yüksek Devir,Standart Boyut,YOK,YOK,VAR,YOK,VAR,VAR,VAR,YOK,VAR,VAR,VAR,8349.0, https://cdn.akakce.com/samsung/samsung-ww10t754dbh1ah-wi-fi-10-5-kg-1400-devir-z.jpg
195,Vestel CMI 98122,Vestel,Orta Kapasite,Orta Devir,Standart Boyut,Az Önemli,VAR,VAR,YOK,VAR,VAR,VAR,VAR,YOK,YOK,VAR,3987.84, https://cdn.akakce.com/vestel/vestel-cmi-98122-g-wifi-a-1200-devir-9-kg-z.jpg
196,Siemens WM12T6H0TR i-Dos,Siemens,Orta Kapasite,Orta Devir,Standart Boyut,Çok Önemli,VAR,VAR,VAR,VAR,VAR,YOK,VAR,YOK,VAR,VAR,6579.06, https://cdn.akakce.com/siemens/siemens-wm12t6h0tr-i-dos-a-1200-devir-9-kg-z.jpg
197,Altus AL 9123.1,Altus,Orta Kapasite,Orta Devir,YOK,Önemli,VAR,YOK,YOK,VAR,VAR,VAR,VAR,YOK,VAR,VAR,3781.88, https://cdn.akakce.com/altus/altus-al-9123-xs-1200-devir-9-kg-z.jpg
198,Beko BK 10142,Beko,Orta Kapasite,Yüksek Devir,YOK,Önemli,VAR,YOK,VAR,VAR,VAR,VAR,VAR,YOK,VAR,VAR,5950.0, https://cdn.akakce.com/beko/beko-bk-10142-ey-1400-devir-10-kg-z.jpg
199,Siemens WA14LPH0TR 1400,Siemens,Orta Kapasite,Yüksek Devir,Standart Boyut,Az Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,VAR,VAR,VAR,8499.0, https://cdn.akakce.com/siemens/siemens-wa14lph0tr-a-1400-devir-10-kg-z.jpg
200,Bosch WAT24581TR 1200,Bosch,Orta Kapasite,Orta Devir,Standart Boyut,Çok Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,VAR,VAR,VAR,7579.5, https://cdn.akakce.com/bosch/bosch-wat24581tr-a-1200-devir-9-kg-z.jpg
201,Vestel CMI 109222,Vestel,Orta Kapasite,Orta Devir,YOK,Önemli,VAR,VAR,YOK,YOK,VAR,YOK,VAR,YOK,VAR,VAR,4678.55, https://cdn.akakce.com/z/vestel/vestel-cmi-109222-wifi-1200-devir-10-kg.jpg
202,Arçelik 8103 YP,Arçelik,Orta Kapasite,Orta Devir,YOK,Çok Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,YOK,VAR,VAR,5105.7, https://cdn.akakce.com/arcelik/arcelik-8103-yp-a-1000-devir-8-kg-z.jpg
203,Vestel CMI 108242,Vestel,Orta Kapasite,Yüksek Devir,Standart Boyut,Önemli,YOK,VAR,YOK,VAR,VAR,YOK,VAR,VAR,YOK,VAR,4699.0, https://cdn.akakce.com/z/vestel/vestel-cmi-108242-g-gi-pro-wifi-10-kg-1400-devir.jpg
204,Altus AL 9103.1,Altus,Orta Kapasite,Orta Devir,YOK,Az Önemli,VAR,YOK,VAR,YOK,VAR,YOK,YOK,YOK,VAR,VAR,3325.9, https://cdn.akakce.com/altus/altus-al-9103-ds-1000-devir-9-kg-z.jpg
205,Beko BK 9141,Beko,Orta Kapasite,Yüksek Devir,YOK,Çok Önemli,VAR,YOK,YOK,VAR,VAR,VAR,VAR,VAR,YOK,VAR,5774.9, https://cdn.akakce.com/beko/beko-bk-9141-hj-a-1400-devir-9-kg-z.jpg
206,Arçelik 6083 L,Arçelik,Düşük Kapasite,Düşük Devir,YOK,Çok Önemli,YOK,YOK,YOK,VAR,VAR,YOK,YOK,YOK,YOK,VAR,2999.0, https://cdn.akakce.com/arcelik/arcelik-6083-l-a-800-devir-6-kg-z.jpg
207,Arçelik 8051 YKI,Arçelik,Orta Kapasite,YOK,Standart Boyut,Önemsiz,VAR,YOK,YOK,VAR,VAR,VAR,YOK,YOK,YOK,VAR,7695.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fwww%2Egizerler%2Ecom%2Fassets%2Fproduct%2Dimages%2F126000%2Farcelik%2D8051%2Dyki%2D8%2Dkg5%2Dkg%2D1000%2Ddevir%2Dinox%2Dkurutmali%2Dcamasir%2Dmakinesi%5F51852%2Ejpg
208,Profilo CGA242XSTR 1200,Profilo,Orta Kapasite,Orta Devir,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,4324.5, https://iis-akakce.akamaized.net/p.z?%2F%2Fproductimages%2Ehepsiburada%2Enet%2Fs%2F131%2F600%2F110000082177304%2Ejpg
209,LG F2K2CHK2T 1100,LG,Yüksek Kapasite,Orta Devir,Büyük Boyut,Az Önemli,VAR,VAR,YOK,VAR,VAR,VAR,VAR,VAR,VAR,VAR,27999.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fn11scdn%2Eakamaized%2Enet%2Fa1%2F1024%2Felektronik%2Fcamasir%2Dmakinesi%2Flg%2Df2k2chk2t%2Da%2D1000%2Ddevir%2D17%2Dkg%2Dyikama%2D10%2Dkg%2Dkurutma%2Dcamasir%2Dmakinesi%2Dinox%5F%5F1009114414255470%2Ejpg
