,full_name,brand,capacity,cycle,size,energy_usage,blanket,wifi,load_sensor,delay,control_panel,vapor,anti_alergy,baby_p,sensitive_p,child_lock,price,image
279,Samsung WW90T4540AX/AH 1400,Samsung,Orta Kapasite,Yüksek Devir,Standart Boyut,Önemsiz,YOK,YOK,YOK,VAR,VAR,VAR,YOK,YOK,VAR,VAR,6100.6, https://iis-akakce.akamaized.net/p.z?%2F%2Fn11scdn%2Eakamaized%2Enet%2Fa1%2F1024%2Felektronik%2Fcamasir%2Dmakinesi%2Fsamsung%2Dww4500t%2Dww90t4540axah%2D1400%2Ddevir%2D9%2Dkg%2Dcamasir%2Dmakinesi%5F%5F1342647589488297%2Epng
280,Bosch WAJ20170TR 1000,Bosch,Orta Kapasite,Orta Devir,Standart Boyut,Çok Önemli,VAR,YOK,VAR,VAR,VAR,YOK,YOK,YOK,VAR,YOK,4238.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fst1%2Emyideasoft%2Ecom%2Fidea%2Fdg%2F86%2Fmyassets%2Fproducts%2F016%2Fwaj20170tr%2Ejpg%3Frevision%3D1592318979
281,Samsung WW10N644RBX/AH A+++,Samsung,Orta Kapasite,Yüksek Devir,Standart Boyut,Çok Önemli,YOK,YOK,YOK,VAR,VAR,YOK,YOK,YOK,VAR,VAR,6499.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fn11scdn%2Eakamaized%2Enet%2Fa1%2F1024%2Felektronik%2Fcamasir%2Dmakinesi%2Fsamsung%2Dww10n644rbx%2Da%2D1400%2Ddevir%2D10%2Dkg%2Dcamasir%2Dmakinesi%2Dgumus%5F%5F1294620239361856%2Epng
282,Arçelik 10143 YCM,Arçelik,Orta Kapasite,Yüksek Devir,YOK,Çok Önemli,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,6387.0, https://cdn.akakce.com/arcelik/arcelik-10143-ycm-a-1400-devir-10-kg-z.jpg
283,Bosch WAU28P90TR Home,Bosch,Orta Kapasite,Yüksek Devir,YOK,Az Önemli,VAR,VAR,YOK,YOK,VAR,YOK,YOK,YOK,YOK,YOK,7776.86, https://iis-akakce.akamaized.net/p.z?%2F%2Fwww%2Etayhanbeyazesya%2Ecom%2FUploads%2FUrunResimleri%2Fbosch%2Dwau28p90tr%2Dserie%2D%2D6%2Dcamasir%2Dmaki%2Da4c307%2Epng
284,Profilo CMJ1018XTR 1000,Profilo,Orta Kapasite,Orta Devir,Standart Boyut,Az Önemli,VAR,YOK,VAR,YOK,VAR,YOK,YOK,YOK,VAR,VAR,3783.0, https://cdn.akakce.com/profilo/profilo-cmj1018xtr-1000-devir-8-kg-z.jpg
285,LG F2J5TNP7S 1200,LG,Orta Kapasite,Orta Devir,YOK,Çok Önemli,VAR,YOK,YOK,VAR,VAR,YOK,YOK,VAR,VAR,VAR,4499.0, https://cdn.akakce.com/lg/lg-f2j5tnp7s-a-1200-devir-8-kg-gri-z.jpg
286,Beko BK 851,Beko,Orta Kapasite,Yüksek Devir,Standart Boyut,Önemsiz,YOK,VAR,YOK,YOK,VAR,YOK,YOK,YOK,VAR,VAR,7299.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fkoctas%2Dimg%2Emncdn%2Ecom%2Fmnresize%2F600%2F600%2Fproductimages%2F1000447881%2F1000447881%5F1%5FMC%2F8828932620338%5F1618348006063%2Ejpg
287,Siemens WM10K260TR A+++,Siemens,Orta Kapasite,Orta Devir,Standart Boyut,Çok Önemli,VAR,YOK,VAR,VAR,VAR,YOK,VAR,VAR,VAR,VAR,4345.0, https://cdn.akakce.com/siemens/siemens-wm10k260tr-a-1000-devir-8-kg-z.jpg
288,Regal CMI 81003,Regal,Orta Kapasite,Orta Devir,YOK,Az Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,YOK,YOK,VAR,2789.07, https://cdn.akakce.com/regal/regal-cmi-81003-1000-devir-8-kg-z.jpg
289,Bosch WAV28MH0TR 1400,Bosch,Orta Kapasite,Yüksek Devir,Standart Boyut,Önemli,YOK,YOK,YOK,YOK,VAR,YOK,VAR,VAR,YOK,VAR,10540.0, https://cdn.akakce.com/bosch/bosch-wav28mh0tr-1400-devir-9-kg-z.jpg
290,Siemens WM14XM81TR 1400,Siemens,Orta Kapasite,Yüksek Devir,YOK,Az Önemli,VAR,VAR,YOK,VAR,VAR,YOK,YOK,YOK,VAR,VAR,11154.03, https://cdn.akakce.com/siemens/siemens-wm14xm81tr-1400-devir-10-kg-z.jpg
291,Profilo CMG120DTR 1200,Profilo,Orta Kapasite,Orta Devir,Standart Boyut,Çok Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,VAR,VAR,VAR,5330.0, https://cdn.akakce.com/profilo/profilo-cmg120dtr-a-1200-devir-9-kg-z.jpg
292,Hotpoint-Ariston FCPR 12440,Hotpoint-Ariston,Yüksek Kapasite,Yüksek Devir,YOK,Çok Önemli,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,4899.0, https://cdn.akakce.com/hotpoint-ariston/hotpoint-ariston-fcpr-12440-a-1400-devir-12-kg-z.jpg
293,Silverline WM14027W01 1200,Silverline,Orta Kapasite,Orta Devir,Standart Boyut,Çok Önemli,VAR,YOK,YOK,YOK,VAR,YOK,YOK,VAR,YOK,VAR,2770.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fcdn%2Edsmcdn%2Ecom%2Fty27%2Fproduct%2Fmedia%2Fimages%2F20201127%2F11%2F32961820%2F80274293%2F1%2F1%5Forg%5Fzoom%2Ejpg
294,Beko BK 10122,Beko,Orta Kapasite,Orta Devir,YOK,Çok Önemli,VAR,YOK,YOK,YOK,VAR,VAR,YOK,VAR,VAR,VAR,4800.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fst2%2Emyideasoft%2Ecom%2Fidea%2Fgv%2F82%2Fmyassets%2Fproducts%2F008%2Fimage%2Epng%3Frevision%3D1600171755
295,Arçelik 9141 PM,Arçelik,Orta Kapasite,Yüksek Devir,YOK,Önemli,VAR,VAR,YOK,VAR,VAR,VAR,VAR,YOK,YOK,VAR,5750.0, https://cdn.akakce.com/z/arcelik/arcelik-9141-pm-1400-devir-9-kg.jpg
296,Grundig GWM 9901,Grundig,Orta Kapasite,Orta Devir,YOK,Çok Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,VAR,YOK,VAR,4370.07, https://cdn.akakce.com/grundig/grundig-gwm-9901-a-1000-devir-9-kg-z.jpg
297,Arçelik 8123 CMKR,Arçelik,Orta Kapasite,Orta Devir,YOK,Çok Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,YOK,VAR,VAR,5091.53, https://cdn.akakce.com/arcelik/arcelik-8123-cmkr-a-1200-devir-8-kg-kirmizi-z.jpg
298,Hoover HL 1292D3/1-17,Hoover,Orta Kapasite,Orta Devir,YOK,Çok Önemli,YOK,YOK,YOK,VAR,VAR,YOK,YOK,YOK,YOK,YOK,3709.77, https://iis-akakce.akamaized.net/p.z?%2F%2Fproductimages%2Ehepsiburada%2Enet%2Fs%2F39%2F600%2F10607254044722%2Ejpg
299,Hoover HL 14102D3R-S,Hoover,Orta Kapasite,Yüksek Devir,YOK,Çok Önemli,YOK,YOK,YOK,VAR,VAR,YOK,YOK,VAR,YOK,VAR,4249.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fn11scdn%2Eakamaized%2Enet%2Fa1%2F1024%2Felektronik%2Fcamasir%2Dmakinesi%2Fhoover%2Dhl%2D14102d3r%2Ds%2Da%2D1400%2Ddevir%2D10%2Dkg%2Dcamasir%2Dmakinesi%2Dgumus%5F%5F0551940190575310%2Ejpg
300,Samsung WW90T754DBH1AH 1400,Samsung,Orta Kapasite,Yüksek Devir,Standart Boyut,Önemli,YOK,VAR,YOK,VAR,VAR,VAR,YOK,VAR,VAR,VAR,7599.0, https://cdn.akakce.com/samsung/samsung-ww90t754dbh1ah-z.jpg
301,Vestel CMI 89142,Vestel,Orta Kapasite,Yüksek Devir,Standart Boyut,Az Önemli,VAR,VAR,YOK,VAR,VAR,YOK,VAR,YOK,YOK,VAR,3617.79, https://cdn.akakce.com/vestel/vestel-cmi-89142-wifi-a-1400-devir-8-kg-z.jpg
302,Altus 1000 Devir,Altus,Orta Kapasite,Orta Devir,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,2979.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fcdn%2Edsmcdn%2Ecom%2Fty216%2Fproduct%2Fmedia%2Fimages%2F20211030%2F18%2F160700478%2F225016064%2F2%2F2%5Forg%5Fzoom%2Ejpg
303,Bosch WAV28KH0TR 1400,Bosch,Orta Kapasite,Yüksek Devir,YOK,Az Önemli,YOK,VAR,VAR,YOK,VAR,YOK,YOK,YOK,YOK,VAR,10990.0, https://iis-akakce.akamaized.net/p.z?%2F%2Ftekugur%2Ecom%2Etr%2Fbosch%2Dwav28kh0tr%2Dhome%2Dconnect%2Dcamasir%2Dmakinesi%2D9%2Dkg%2D%2Dp%2D8164%2Ejpg
304,Regal CM 7101,Regal,Orta Kapasite,Orta Devir,YOK,Önemsiz,YOK,YOK,YOK,YOK,VAR,YOK,YOK,YOK,VAR,VAR,2750.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fn11scdn%2Eakamaized%2Enet%2Fa1%2F1024%2Felektronik%2Fcamasir%2Dmakinesi%2Fregal%2Dcm%2D7101%2Da%2D7%2Dkg%2D1000%2Ddevir%2Dcamasir%2Dmakinesi%5F%5F0912157380236220%2Ejpg
305,Arçelik 2202 YACM,Arçelik,Orta Kapasite,Orta Devir,YOK,Çok Önemli,VAR,YOK,YOK,VAR,VAR,YOK,YOK,YOK,VAR,VAR,4599.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fst3%2Emyideasoft%2Ecom%2Fshop%2Fdv%2F76%2Fmyassets%2Fproducts%2F949%2Fimage%2D5%2Epng%3Frevision%3D1623309669
306,Finlux Klasik 71100,Finlux,Orta Kapasite,Orta Devir,YOK,Önemli,YOK,YOK,YOK,YOK,VAR,YOK,YOK,YOK,VAR,VAR,2138.07, https://iis-akakce.akamaized.net/p.z?%2F%2Fproductimages%2Ehepsiburada%2Enet%2Fs%2F128%2F600%2F110000078472376%2Ejpg
307,Bosch WAX28FH1TR Wi-Fi,Bosch,Orta Kapasite,Yüksek Devir,Standart Boyut,Az Önemli,YOK,VAR,VAR,VAR,VAR,YOK,VAR,YOK,YOK,VAR,13998.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fwww%2Eaynigunkargo%2Ecom%2FProductImages%2F617676%2Fbig%2Fwax28fh1tr%2Epng
308,Bosch WAV28M80TR 1400,Bosch,Orta Kapasite,Yüksek Devir,Standart Boyut,Az Önemli,YOK,YOK,VAR,VAR,VAR,YOK,VAR,VAR,VAR,VAR,9590.0, https://iis-akakce.akamaized.net/p.z?%2F%2Ftekugur%2Ecom%2Etr%2Fbosch%2Dwav28m80tr%2D9%2Dkg%2D1400%2Ddevir%2Dcamasir%2Dmakinesi%2Dp%2D10350%2Ejpg
309,Vestel CM 10712,Vestel,Orta Kapasite,Orta Devir,Standart Boyut,Çok Önemli,YOK,YOK,YOK,VAR,VAR,YOK,VAR,YOK,YOK,VAR,3905.07, https://iis-akakce.akamaized.net/p.z?%2F%2Fproductimages%2Ehepsiburada%2Enet%2Fs%2F30%2F600%2F10291760758834%2Ejpg
310,Hoover DXOA510AHK7R1-17 1500,Hoover,Orta Kapasite,Yüksek Devir,YOK,Çok Önemli,YOK,YOK,YOK,VAR,VAR,VAR,YOK,YOK,YOK,VAR,4400.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fn11scdn%2Eakamaized%2Enet%2Fa1%2F1024%2Felektronik%2Fcamasir%2Dmakinesi%2Fhoover%2Ddxoa%2D510ahk7r%2Da%2D1500%2Ddevir%2D10%2Dkg%2Dcamasir%2Dmakinesi%2Dsiyah%5F%5F0237602645260498%2Ejpg
311,Vestel CMI 98242,Vestel,Orta Kapasite,Yüksek Devir,Standart Boyut,Önemli,YOK,VAR,YOK,YOK,VAR,YOK,VAR,VAR,YOK,VAR,4230.57, https://cdn.akakce.com/z/vestel/vestel-cmi-98242-gi-pro-wifi-9-kg-1400-devir.jpg
312,Profilo CMI122DTR E-Doz,Profilo,Orta Kapasite,Orta Devir,Standart Boyut,Çok Önemli,VAR,YOK,VAR,VAR,VAR,YOK,VAR,VAR,VAR,VAR,6199.0, https://cdn.akakce.com/profilo/profilo-cmi122dtr-e-doz-a-9-kg-1200-devir-z.jpg
313,Hotpoint-Ariston FCPR 90230,Hotpoint-Ariston,Orta Kapasite,Yüksek Devir,YOK,Çok Önemli,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,3999.0, https://cdn.akakce.com/hotpoint-ariston/hotpoint-ariston-fcpr-90230-a-1400-devir-9-kg-z.jpg
314,Bosch WNA254X1TR 1400,Bosch,Orta Kapasite,Yüksek Devir,Standart Boyut,Önemsiz,YOK,YOK,YOK,YOK,VAR,YOK,YOK,YOK,VAR,VAR,13599.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fcdn%2Edsmcdn%2Ecom%2Fty230%2Fproduct%2Fmedia%2Fimages%2F20211106%2F20%2F168316364%2F292755408%2F1%2F1%5Forg%5Fzoom%2Ejpg
315,Electrolux PerfectCare 600,Electrolux,Orta Kapasite,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,3969.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fcdn%2Edsmcdn%2Ecom%2Fty149%2Fproduct%2Fmedia%2Fimages%2F20210722%2F22%2F112112707%2F16568274%2F1%2F1%5Forg%5Fzoom%2Ejpg
316,Silverline WD14030W01 1400,Silverline,Orta Kapasite,Yüksek Devir,YOK,YOK,YOK,YOK,YOK,YOK,VAR,YOK,YOK,YOK,VAR,VAR,4350.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fcdn%2Edsmcdn%2Ecom%2Fty137%2Fproduct%2Fmedia%2Fimages%2F20210624%2F14%2F103933909%2F193001128%2F1%2F1%5Forg%5Fzoom%2Ejpg
317,Vestel CMI 87202.1,Vestel,Orta Kapasite,Orta Devir,Standart Boyut,Az Önemli,VAR,VAR,YOK,VAR,VAR,YOK,VAR,YOK,YOK,VAR,3348.0, https://cdn.akakce.com/z/vestel/vestel-cmi-87202-g-wifi-8-kg-1000-devir.jpg
318,Regal CMI 9103,Regal,Orta Kapasite,Orta Devir,Standart Boyut,Çok Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,YOK,YOK,YOK,3440.07, https://cdn.akakce.com/regal/regal-cmi-9103-a-1000-devir-9-kg-z.jpg
319,Finlux Klasik 58101,Finlux,Düşük Kapasite,Düşük Devir,YOK,Önemli,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,VAR,VAR,1952.07, https://iis-akakce.akamaized.net/p.z?%2F%2Fproductimages%2Ehepsiburada%2Enet%2Fs%2F127%2F600%2F110000077500618%2Ejpg
320,Electrolux EW6F3944FQ PerfectCare,Electrolux,Orta Kapasite,Yüksek Devir,YOK,Çok Önemli,VAR,VAR,YOK,VAR,VAR,VAR,VAR,YOK,VAR,VAR,5371.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fn11scdn%2Eakamaized%2Enet%2Fa1%2F1024%2Felektronik%2Fcamasir%2Dmakinesi%2Felectrolux%2Dew6f3944fq%2Dperfectcare%2D600%2D9%2Dkg%2Da%2Dcamasir%2Dmakinesi%5F%5F1414916703992672%2Ejpg
321,Samsung WW5500T WW90T554DAW/AH,Samsung,Orta Kapasite,Yüksek Devir,Standart Boyut,Önemli,YOK,VAR,YOK,VAR,VAR,VAR,YOK,VAR,VAR,VAR,6900.0, https://cdn.akakce.com/samsung/samsung-ww90t554daw-ah-1400-devir-9-kg-z.jpg
322,Altus AL 7103.1,Altus,Orta Kapasite,Orta Devir,Standart Boyut,Önemsiz,VAR,YOK,VAR,YOK,VAR,YOK,VAR,YOK,VAR,VAR,2819.06, https://cdn.akakce.com/altus/altus-al-7103-ds-1000-devir-7-kg-z.jpg
323,Bosch WAT2448STR 1200,Bosch,Orta Kapasite,Orta Devir,Standart Boyut,Çok Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,VAR,VAR,VAR,7672.5, https://cdn.akakce.com/bosch/bosch-wat2448str-a-1200-devir-9-kg-gri-z.jpg
324,Vestel Eko 9711,Vestel,Orta Kapasite,Orta Devir,YOK,Çok Önemli,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,3449.0, https://cdn.akakce.com/vestel/vestel-eko-9711-tgl-a-1000-devir-9-kg-z.jpg
325,Profilo CMU12S90TR 1200,Profilo,Orta Kapasite,Orta Devir,Standart Boyut,Az Önemli,VAR,YOK,YOK,VAR,VAR,YOK,VAR,YOK,VAR,VAR,4359.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fn11scdn%2Eakamaized%2Enet%2Fa1%2F1024%2Felektronik%2Fcamasir%2Dmakinesi%2Fprofilo%2Dcmu12s90tr%2D1200%2Ddevir%2D9%2Dkg%2Dcamasir%2Dmakinesi%5F%5F0206521857535455%2Epng
326,LG F4V5VGP2T A,LG,Orta Kapasite,Yüksek Devir,Standart Boyut,Önemli,YOK,VAR,YOK,VAR,VAR,VAR,VAR,VAR,VAR,VAR,9039.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fn11scdn%2Eakamaized%2Enet%2Fa1%2F1024%2Felektronik%2Fcamasir%2Dmakinesi%2Flg%2Df4v5vgp2tasspltk%2Da%2D1400%2Ddevir%2D9%2Dkg%2Dyikama%2D6%2Dkg%2Dkurutma%2Dcamasir%2Dmakinesi%5F%5F0985570612509647%2Ejpg
327,Samsung WW5500T WW90T554DAN/AH,Samsung,Orta Kapasite,Yüksek Devir,Standart Boyut,Önemli,YOK,VAR,YOK,YOK,VAR,VAR,YOK,YOK,YOK,VAR,7021.8, https://cdn.akakce.com/samsung/samsung-ww5500t-ww90t554dan-ah-1400-devir-9-kg-z.jpg
328,Siemens WD14U561TR 1400,Siemens,Orta Kapasite,Yüksek Devir,Standart Boyut,Az Önemli,YOK,YOK,VAR,VAR,VAR,VAR,VAR,YOK,VAR,VAR,16735.0, https://cdn.akakce.com/siemens/siemens-wd14u561tr-1400-devir-10-kg-6-kg-kurutmali-z.jpg
329,Siemens WM10J181TR 1000,Siemens,Orta Kapasite,Orta Devir,YOK,Az Önemli,VAR,YOK,VAR,VAR,VAR,YOK,YOK,YOK,VAR,VAR,4299.0, https://cdn.akakce.com/siemens/siemens-wm10j181tr-a-1000-devir-8-kg-z.jpg
330,Beko CM 8101,Beko,Orta Kapasite,Orta Devir,Standart Boyut,Az Önemli,VAR,YOK,VAR,VAR,VAR,YOK,VAR,YOK,VAR,VAR,3790.0, https://cdn.akakce.com/beko/beko-cm-8101-t-1000-devir-8-kg-z.jpg
331,Vestel CM 5608,Vestel,Düşük Kapasite,Düşük Devir,YOK,Çok Önemli,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,VAR,YOK,2729.99, https://cdn.akakce.com/vestel/vestel-cm-5608-a-800-devir-5-kg-z.jpg
332,Siemens WM14XFH1TR Wi-Fi,Siemens,Orta Kapasite,Yüksek Devir,YOK,Az Önemli,VAR,VAR,VAR,VAR,VAR,YOK,YOK,YOK,VAR,VAR,11899.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fwww%2Egizerler%2Ecom%2Fassets%2Fproduct%2Dimages%2F125000%2Fsiemens%2Dwm14xfh1tr%2D10%2Dkg%2D1400%2Ddevir%2Dc%2Denerji%2Dcamasir%2Dmakinesi%5F42217%2Ejpg
333,LG A+++ 1400,LG,Orta Kapasite,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,6825.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fcdn%2Edsmcdn%2Ecom%2Fty102%2Fproduct%2Fmedia%2Fimages%2F20210413%2F12%2F79752940%2F87822308%2F1%2F1%5Forg%5Fzoom%2Ejpg
334,Bosch WVG30460TR A+,Bosch,Orta Kapasite,Yüksek Devir,YOK,Önemli,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,10699.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fwww%2Eaynigunkargo%2Ecom%2FProductImages%2F505818%2Fbig%2Fmcsa00904565%5Fwvg30460tr%5Fdef%2Epng
335,Hotpoint-Ariston FMF 923,Hotpoint-Ariston,Orta Kapasite,Orta Devir,YOK,Çok Önemli,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,3999.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fst3%2Emyideasoft%2Ecom%2Fidea%2Fib%2F40%2Fmyassets%2Fproducts%2F265%2F1%2Ejpg%3Frevision%3D1627661860
336,Vestel Hızlı 8812,Vestel,Orta Kapasite,Orta Devir,YOK,Çok Önemli,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,3499.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fn11scdn%2Eakamaized%2Enet%2Fa1%2F1024%2Felektronik%2Fcamasir%2Dmakinesi%2Fvestel%2Dhizli%2D8812%2Dte%2Da%2D1200%2Ddevir%2D8%2Dkg%2Dcamasir%2Dmakinesi%5F%5F0908363844305286%2Ejpg
337,Regal KCM 91402,Regal,Orta Kapasite,Yüksek Devir,YOK,Önemsiz,YOK,YOK,YOK,YOK,VAR,YOK,YOK,YOK,VAR,VAR,5149.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fstatics%2Evestel%2Ecom%2Etr%2Fproductimages%2F20264786%5Fr1%2Ejpg
338,Samsung WW90T754DBX1AH 1400,Samsung,Orta Kapasite,Yüksek Devir,Standart Boyut,Önemli,YOK,VAR,YOK,VAR,VAR,VAR,YOK,VAR,VAR,VAR,7153.4, https://cdn.akakce.com/samsung/samsung-ww90t754dbx1ah-1400-devir-9-kg-z.jpg
339,Bosch WAY288H0TR i-DOS,Bosch,Orta Kapasite,Yüksek Devir,Standart Boyut,Çok Önemli,VAR,VAR,VAR,VAR,VAR,YOK,VAR,VAR,VAR,VAR,12220.0, https://cdn.akakce.com/bosch/bosch-way288h0tr-i-dos-a-1400-devir-9-kg-z.jpg
340,Vestfrost A ++,Vestfrost,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,2399.0, https://iis-akakce.akamaized.net/p.z?%2F%2Fcdn%2Edsmcdn%2Ecom%2Fty139%2Fproduct%2Fmedia%2Fimages%2F20210701%2F13%2F106089886%2F182437988%2F1%2F1%5Forg%5Fzoom%2Ejpg
341,Regal CM 71001,Regal,Orta Kapasite,Orta Devir,YOK,Önemsiz,YOK,YOK,VAR,YOK,VAR,YOK,YOK,YOK,YOK,VAR,2339.66, https://iis-akakce.akamaized.net/p.z?%2F%2Fproductimages%2Ehepsiburada%2Enet%2Fs%2F72%2F600%2F110000014162429%2Ejpg
